ctg_81545_37852	ctg_81545_37852.1	ctg_81545_37852.2	ctg_81545_37852.3	ctg_81545_37852.4	ctg_81545_37852.5	ctg_81545_37852.6	ctg_81545_37852.7	ctg_81545_37852.8	ctg_81545_37852.9	ctg_123090	ctg_123090.1	ctg_123090.2	ctg_123090.3	ctg_123090.4	ctg_123090.5	ctg_123090.6	ctg_123090.7	ctg_123090.8	ctg_123090.9	ctg_25348	ctg_25348.1	ctg_25348.2	ctg_25348.3	ctg_25348.4	ctg_25348.5	ctg_25348.6	ctg_25348.7	ctg_25348.8	ctg_25348.9	ctg_23999	ctg_23999.1	ctg_23999.2	ctg_23999.3	ctg_23999.4	ctg_23999.5	ctg_23999.6	ctg_23999.7	ctg_23999.8	ctg_23999.9	ctg_111348	ctg_111348.1	ctg_111348.2	ctg_111348.3	ctg_111348.4	ctg_111348.5	ctg_111348.6	ctg_111348.7	ctg_111348.8	ctg_111348.9	ctg_117356	ctg_117356.1	ctg_117356.2	ctg_117356.3	ctg_117356.4	ctg_117356.5	ctg_117356.6	ctg_117356.7	ctg_117356.8	ctg_117356.9	ctg_119680	ctg_119680.1	ctg_119680.2	ctg_119680.3	ctg_119680.4	ctg_119680.5	ctg_119680.6	ctg_119680.7	ctg_119680.8	ctg_119680.9	ctg_17297	ctg_17297.1	ctg_17297.2	ctg_17297.3	ctg_17297.4	ctg_17297.5	ctg_17297.6	ctg_17297.7	ctg_17297.8	ctg_17297.9	ctg_2815	ctg_2815.1	ctg_2815.2	ctg_2815.3	ctg_2815.4	ctg_2815.5	ctg_2815.6	ctg_2815.7	ctg_2815.8	ctg_2815.9	ctg_28650	ctg_28650.1	ctg_28650.2	ctg_28650.3	ctg_28650.4	ctg_28650.5	ctg_28650.6	ctg_28650.7	ctg_28650.8	ctg_28650.9	ctg_29077	ctg_29077.1	ctg_29077.2	ctg_29077.3	ctg_29077.4	ctg_29077.5	ctg_29077.6	ctg_29077.7	ctg_29077.8	ctg_29077.9	ctg_44030	ctg_44030.1	ctg_44030.2	ctg_44030.3	ctg_44030.4	ctg_44030.5	ctg_44030.6	ctg_44030.7	ctg_44030.8	ctg_44030.9	ctg_512	ctg_512.1	ctg_512.2	ctg_512.3	ctg_512.4	ctg_512.5	ctg_512.6	ctg_512.7	ctg_512.8	ctg_512.9	ctg_57223	ctg_57223.1	ctg_57223.2	ctg_57223.3	ctg_57223.4	ctg_57223.5	ctg_57223.6	ctg_57223.7	ctg_57223.8	ctg_57223.9	ctg_61472	ctg_61472.1	ctg_61472.2	ctg_61472.3	ctg_61472.4	ctg_61472.5	ctg_61472.6	ctg_61472.7	ctg_61472.8	ctg_61472.9	ctg_61528	ctg_61528.1	ctg_61528.2	ctg_61528.3	ctg_61528.4	ctg_61528.5	ctg_61528.6	ctg_61528.7	ctg_61528.8	ctg_61528.9	ctg_63866	ctg_63866.1	ctg_63866.2	ctg_63866.3	ctg_63866.4	ctg_63866.5	ctg_63866.6	ctg_63866.7	ctg_63866.8	ctg_63866.9	ctg_80707	ctg_80707.1	ctg_80707.2	ctg_80707.3	ctg_80707.4	ctg_80707.5	ctg_80707.6	ctg_80707.7	ctg_80707.8	ctg_80707.9	ctg_9446	ctg_9446.1	ctg_9446.2	ctg_9446.3	ctg_9446.4	ctg_9446.5	ctg_9446.6	ctg_9446.7	ctg_9446.8	ctg_9446.9	ctg_73782	ctg_73782.1	ctg_73782.2	ctg_73782.3	ctg_73782.4	ctg_73782.5	ctg_73782.6	ctg_73782.7	ctg_73782.8	ctg_73782.9	ctg_104447	ctg_104447.1	ctg_104447.2	ctg_104447.3	ctg_104447.4	ctg_104447.5	ctg_104447.6	ctg_104447.7	ctg_104447.8	ctg_104447.9	PCA3	PCA3.1	PCA3.2	PCA3.3	PCA3.4	PCA3.5	PCA3.6	PCA3.7	PCA3.8	PCA3.9	ctg_105149	ctg_105149.1	ctg_105149.2	ctg_105149.3	ctg_105149.4	ctg_105149.5	ctg_105149.6	ctg_105149.7	ctg_105149.8	ctg_105149.9	ctg_111158	ctg_111158.1	ctg_111158.2	ctg_111158.3	ctg_111158.4	ctg_111158.5	ctg_111158.6	ctg_111158.7	ctg_111158.8	ctg_111158.9	ID	condition	risk
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.12259283628309e-07	0	0	0	0	0	0	0	2.96774701511796e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.93549403023591e-08	2.96774701511796e-08	2.96774701511796e-08	0	5.93549403023591e-08	5.93549403023591e-08	0	0	0	0	2.96774701511796e-08	0	0	2.96774701511796e-08	0	0	0	2.96774701511796e-08	0	0	1.48387350755898e-07	8.90324104535387e-08	5.93549403023591e-08	1.78064820907077e-07	0	0	5.93549403023591e-08	1.78064820907077e-07	4.45162052267693e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.96774701511796e-08	2.96774701511796e-08	0	0	0	0	0	0	0	0	4.45162052267693e-08	0	2.96774701511796e-08	0	2.96774701511796e-08	0	0	2.96774701511796e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.45162052267693e-08	4.45162052267693e-08	4.45162052267693e-08	0	0	4.45162052267693e-08	4.45162052267693e-08	0	0	4.45162052267693e-08	0	0	0	0	0	0	2.96774701511796e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	111208_UNC10-SN254_0313_BD087RACXX_ACTTGA_L001	normal	not_available
5.65461317385012e-08	7.53948423180016e-08	1.31940974056503e-07	9.4243552897502e-08	0	9.4243552897502e-08	1.31940974056503e-07	3.76974211590008e-08	5.65461317385012e-08	9.4243552897502e-08	0	0	0	0	0	0	0	0	0	0	0	7.16251002021015e-07	5.65461317385012e-08	0	0	0	0	0	7.53948423180016e-08	0	3.76974211590008e-08	0	0	3.76974211590008e-08	0	0	0	0	0	3.76974211590008e-08	5.65461317385012e-08	3.76974211590008e-08	0	9.4243552897502e-08	5.65461317385012e-08	3.76974211590008e-08	5.65461317385012e-08	1.13092263477002e-07	0	3.76974211590008e-08	5.65461317385012e-08	5.65461317385012e-08	7.53948423180016e-08	3.76974211590008e-08	1.13092263477002e-07	9.4243552897502e-08	3.76974211590008e-08	5.65461317385012e-08	5.65461317385012e-08	0	0	0	0	0	0	0	0	0	0	0	2.24299655896055e-06	2.39378624359655e-06	6.22007449123513e-07	1.79062750505254e-06	7.53948423180016e-08	1.88487105795004e-07	5.84310027964513e-07	1.45135071462153e-06	8.48191976077518e-07	4.5236905390801e-07	0	0	0	0	0	0	0	0	0	0	5.65461317385012e-08	5.65461317385012e-08	7.53948423180016e-08	0	3.76974211590008e-08	0	5.65461317385012e-08	7.53948423180016e-08	0	7.53948423180016e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.76974211590008e-08	0	0	0	0	3.76974211590008e-08	0	5.65461317385012e-08	3.76974211590008e-08	3.76974211590008e-08	0	1.31940974056503e-07	9.4243552897502e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.53948423180016e-08	0	0	7.53948423180016e-08	3.76974211590008e-08	3.76974211590008e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.65461317385012e-08	0	0	0	0	7.53948423180016e-08	5.65461317385012e-08	3.76974211590008e-08	0	0	0	3.76974211590008e-08	0	3.76974211590008e-08	0	3.76974211590008e-08	3.76974211590008e-08	0	3.76974211590008e-08	0	3.01579369272006e-07	1.13092263477002e-07	1.13092263477002e-07	1.31940974056503e-07	1.13092263477002e-07	1.69638395215504e-07	1.69638395215504e-07	2.63881948113006e-07	2.63881948113006e-07	1.13092263477002e-07	0	9.4243552897502e-08	7.53948423180016e-08	5.65461317385012e-08	0	0	0	0	1.31940974056503e-07	3.76974211590008e-08	3.76974211590008e-08	0	0	0	0	5.65461317385012e-08	3.76974211590008e-08	0	0	0	111208_UNC10-SN254_0313_BD087RACXX_ACTTGA_L002	tumoral	LR
3.34397944596066e-06	3.47146253334332e-06	0	3.23610914125225e-06	0	3.15765801055523e-06	0	3.13804522788097e-06	3.19688357590374e-06	0	0	0	0	0	0	0	0	0	0	0	0	3.82449262147993e-07	0	7.84511306970243e-08	2.94191740113841e-08	1.56902261394049e-07	3.92255653485121e-08	5.88383480227682e-08	0	4.90319566856402e-08	3.92255653485121e-08	2.94191740113841e-08	0	3.92255653485121e-08	2.94191740113841e-08	0	2.94191740113841e-08	2.94191740113841e-08	2.94191740113841e-08	3.92255653485121e-08	1.56902261394049e-07	2.45159783428201e-07	5.88383480227682e-08	2.45159783428201e-07	1.96127826742561e-07	1.86321435405433e-07	2.94191740113841e-07	4.60900392845018e-07	2.84385348776713e-07	1.37289478719792e-07	5.58964306216298e-07	3.92255653485121e-07	2.94191740113841e-07	3.82449262147993e-07	3.03998131450969e-07	1.37289478719792e-07	5.4915791487917e-07	1.86321435405433e-07	3.33417305462353e-07	4.80513175519274e-07	0	2.94191740113841e-08	0	1.96127826742561e-08	2.94191740113841e-08	1.96127826742561e-08	1.96127826742561e-08	5.88383480227682e-08	0	2.94191740113841e-08	7.84511306970243e-08	1.27483087382664e-07	0	9.80639133712803e-08	0	0	0	5.88383480227682e-08	3.92255653485121e-08	1.96127826742561e-08	0	0	0	0	0	0	0	0	0	0	3.92255653485121e-08	8.82575220341523e-08	8.82575220341523e-08	0	3.92255653485121e-08	3.92255653485121e-08	3.92255653485121e-08	5.88383480227682e-08	0	4.90319566856402e-08	0	0	0	0	0	0	0	0	0	0	5.88383480227682e-08	1.96127826742561e-07	2.05934218079689e-07	4.90319566856402e-08	1.07870304708408e-07	8.82575220341523e-08	6.86447393598962e-08	1.37289478719792e-07	1.17676696045536e-07	6.86447393598962e-08	1.86321435405433e-07	3.03998131450969e-07	3.43223696799481e-07	2.74578957439585e-07	2.54966174765329e-07	2.64772566102457e-07	3.72642870810865e-07	2.45159783428201e-07	1.37289478719792e-07	3.23610914125225e-07	0	0	0	0	0	0	0	1.96127826742561e-08	0	0	1.66708652731177e-07	1.96127826742561e-07	1.27483087382664e-07	1.56902261394049e-07	2.64772566102457e-07	1.96127826742561e-07	1.47095870056921e-07	1.76515044068305e-07	1.47095870056921e-07	1.56902261394049e-07	1.96127826742561e-08	2.94191740113841e-08	0	1.96127826742561e-08	1.96127826742561e-08	0	4.90319566856402e-08	0	1.96127826742561e-08	7.84511306970243e-08	0	0	0	0	0	1.96127826742561e-08	0	0	0	0	0	0	0	1.96127826742561e-08	0	0	0	0	0	0	1.96127826742561e-08	0	0	0	0	0	0	1.96127826742561e-08	0	0	0	0	0	0	0	0	0	0	0	0	7.84511306970243e-08	2.94191740113841e-08	8.82575220341523e-08	4.90319566856402e-08	2.94191740113841e-08	9.80639133712803e-08	4.90319566856402e-08	7.84511306970243e-08	4.90319566856402e-08	6.86447393598962e-08	8.04124089644499e-07	6.86447393598962e-07	4.31481218833633e-07	4.21674827496505e-07	4.60900392845018e-07	5.58964306216298e-07	5.68770697553426e-07	6.76641002261834e-07	6.86447393598962e-07	4.21674827496505e-07	1.47095870056921e-07	1.47095870056921e-07	9.80639133712803e-08	1.17676696045536e-07	6.86447393598962e-08	9.80639133712803e-08	4.90319566856402e-08	8.82575220341523e-08	1.96127826742561e-07	1.37289478719792e-07	2.94191740113841e-08	0	2.94191740113841e-08	2.94191740113841e-08	0	6.86447393598962e-08	5.88383480227682e-08	1.07870304708408e-07	8.82575220341523e-08	6.86447393598962e-08	111208_UNC10-SN254_0313_BD087RACXX_ACTTGA_L004	tumoral	IR
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57432319927551e-08	6.43580799818877e-07	1.71621546618367e-08	4.29053866545918e-08	3.43243093236735e-08	3.43243093236735e-08	1.71621546618367e-08	6.86486186473469e-08	1.71621546618367e-08	3.43243093236735e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.71621546618367e-08	0	2.57432319927551e-08	3.43243093236735e-08	2.57432319927551e-08	3.43243093236735e-08	3.43243093236735e-08	0	2.57432319927551e-08	1.71621546618367e-08	0	0	0	0	0	0	0	0	0	0	3.26080938574898e-07	2.91756629251224e-07	4.29053866545918e-08	3.94729557222245e-07	0	0	1.71621546618367e-08	2.31689087934796e-07	1.0297292797102e-07	3.43243093236735e-08	0	0	0	0	0	0	0	0	0	0	1.71621546618367e-08	0	0	0	0	0	0	1.71621546618367e-08	0	0	0	0	0	0	0	0	0	0	0	0	1.71621546618367e-08	0	0	0	1.71621546618367e-08	0	0	2.57432319927551e-08	2.57432319927551e-08	2.57432319927551e-08	2.57432319927551e-08	6.00675413164286e-08	2.57432319927551e-08	1.71621546618367e-08	0	6.86486186473469e-08	1.71621546618367e-08	1.71621546618367e-08	2.57432319927551e-08	2.57432319927551e-08	0	0	0	0	0	0	0	0	0	0	0	2.57432319927551e-08	0	0	0	0	0	1.71621546618367e-08	0	1.71621546618367e-08	0	0	0	1.71621546618367e-08	0	2.57432319927551e-08	0	2.57432319927551e-08	1.71621546618367e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57432319927551e-08	0	0	1.71621546618367e-08	0	1.71621546618367e-08	2.57432319927551e-08	3.43243093236735e-08	2.57432319927551e-08	0	4.29053866545918e-08	2.57432319927551e-08	0	1.71621546618367e-08	0	1.71621546618367e-08	1.71621546618367e-08	3.43243093236735e-08	3.43243093236735e-08	0	0	0	3.43243093236735e-08	3.43243093236735e-08	0	1.71621546618367e-08	0	2.57432319927551e-08	0	0	0	0	0	0	0	0	0	3.43243093236735e-08	0	0	111212_UNC15-SN850_0155_AD087AACXX_ACTTGA_L002	normal	not_available
5.89179677014567e-07	6.05103452069015e-07	0	5.89179677014567e-07	0	5.41408351851224e-07	0	6.05103452069015e-07	5.57332126905672e-07	0	0	0	0	0	0	0	0	0	0	0	0	1.066892928648e-06	0	0	0	0	0	0	3.18475501088955e-08	0	3.18475501088955e-08	4.77713251633433e-08	3.18475501088955e-08	0	0	0	4.77713251633433e-08	0	4.77713251633433e-08	3.18475501088955e-08	5.25484576796776e-07	4.61789476578985e-07	3.02551726034508e-07	5.57332126905672e-07	7.80264977667941e-07	4.61789476578985e-07	8.12112527776836e-07	8.28036302831284e-07	5.57332126905672e-07	6.36951002177911e-07	1.59237750544478e-07	1.59237750544478e-07	1.11466425381134e-07	3.18475501088955e-08	1.59237750544478e-07	3.18475501088955e-08	4.77713251633433e-08	6.36951002177911e-08	0	9.55426503266866e-08	0	0	0	0	0	0	0	3.18475501088955e-08	0	4.77713251633433e-08	3.78985846295857e-06	3.91724866339415e-06	1.0350453785391e-06	3.40768786165182e-06	3.18475501088955e-08	2.54780400871164e-07	7.00646102395702e-07	2.37264248311272e-06	1.59237750544478e-06	7.32493652504597e-07	0	0	0	0	0	0	0	0	0	0	4.77713251633433e-08	3.18475501088955e-08	4.77713251633433e-08	0	3.18475501088955e-08	0	3.18475501088955e-08	3.18475501088955e-08	3.18475501088955e-08	3.18475501088955e-08	0	0	0	0	0	0	0	0	0	0	9.55426503266866e-08	2.07009075707821e-07	1.75161525598925e-07	1.27390200435582e-07	4.77713251633433e-08	7.96188752722388e-08	1.11466425381134e-07	2.22932850762269e-07	6.36951002177911e-08	7.96188752722388e-08	6.36951002177911e-08	6.36951002177911e-08	2.07009075707821e-07	1.4331397549003e-07	1.11466425381134e-07	9.55426503266866e-08	9.55426503266866e-08	1.59237750544478e-07	1.4331397549003e-07	1.91085300653373e-07	0	0	0	0	0	0	0	0	0	0	0	0	4.77713251633433e-08	3.18475501088955e-08	9.55426503266866e-08	4.77713251633433e-08	0	3.18475501088955e-08	0	0	0	6.36951002177911e-08	9.55426503266866e-08	0	4.77713251633433e-08	6.36951002177911e-08	6.36951002177911e-08	6.36951002177911e-08	3.18475501088955e-08	9.55426503266866e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.18475501088955e-08	3.18475501088955e-08	4.77713251633433e-08	0	0	0	0	0	3.18475501088955e-08	6.36951002177911e-08	0	0	0	0	2.8662795098006e-07	6.36951002177911e-08	2.70704175925612e-07	0	0	0	0	0	0	0	3.18475501088955e-08	0	0	0	0	3.18475501088955e-08	7.96188752722388e-08	4.77713251633433e-08	6.36951002177911e-08	6.36951002177911e-08	3.18475501088955e-08	3.18475501088955e-08	7.96188752722388e-08	7.96188752722388e-08	4.77713251633433e-08	3.18475501088955e-08	0	3.18475501088955e-08	3.18475501088955e-08	7.96188752722388e-08	4.77713251633433e-08	0	0	3.18475501088955e-08	4.77713251633433e-08	0	0	0	4.77713251633433e-08	0	6.36951002177911e-08	3.18475501088955e-08	0	1.11466425381134e-07	3.18475501088955e-08	111212_UNC15-SN850_0155_AD087AACXX_ACTTGA_L003	tumoral	IR
0	3.52589783418376e-08	3.52589783418376e-08	5.28884675127564e-08	0	5.28884675127564e-08	3.52589783418376e-08	0	0	3.52589783418376e-08	0	0	0	0	0	0	0	0	0	0	0	6.17032120982158e-07	0	3.52589783418376e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.58665402538269e-07	1.23406424196432e-07	1.05776935025513e-07	3.34960294247457e-07	2.64442337563782e-07	1.76294891709188e-07	3.70219272589295e-07	4.4073722927297e-07	2.64442337563782e-07	1.05776935025513e-07	0	0	5.28884675127564e-08	0	1.23406424196432e-07	7.05179566836752e-08	7.05179566836752e-08	3.52589783418376e-08	7.05179566836752e-08	0	5.28884675127564e-08	0	0	0	0	3.52589783418376e-08	0	3.52589783418376e-08	0	3.52589783418376e-08	6.87550077665833e-07	4.4073722927297e-07	2.11553870051026e-07	4.4073722927297e-07	0	3.52589783418376e-08	1.23406424196432e-07	3.34960294247457e-07	2.29183359221944e-07	1.23406424196432e-07	0	0	0	0	0	0	0	0	0	0	0	3.52589783418376e-08	0	0	3.52589783418376e-08	0	3.52589783418376e-08	3.52589783418376e-08	0	3.52589783418376e-08	0	0	0	0	3.52589783418376e-08	0	0	0	0	0	0	5.28884675127564e-08	3.52589783418376e-08	0	0	0	0	0	3.52589783418376e-08	3.52589783418376e-08	0	8.8147445854594e-08	0	5.28884675127564e-08	7.05179566836752e-08	8.8147445854594e-08	5.28884675127564e-08	5.28884675127564e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.52589783418376e-08	5.28884675127564e-08	0	5.28884675127564e-08	0	7.05179566836752e-08	0	3.52589783418376e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.52589783418376e-08	0	0	0	0	0	0	3.52589783418376e-08	0	0	0	0	0	0	0	7.05179566836752e-08	3.52589783418376e-08	1.05776935025513e-07	0	0	0	0	0	0	0	0	0	0	0	0	1.07539883942605e-06	1.14591679610972e-06	8.46215480204102e-07	6.17032120982158e-07	7.05179566836752e-07	8.8147445854594e-07	9.16733436887777e-07	1.04013986108421e-06	1.04013986108421e-06	7.58068034349508e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	3.52589783418376e-08	0	0	0	0	0	0	111212_UNC15-SN850_0155_AD087AACXX_ACTTGA_L004	tumoral	not_available
1.14752402470642e-07	1.14752402470642e-07	0	1.03277162223578e-07	9.18019219765137e-08	1.03277162223578e-07	0	8.03266817294495e-08	9.18019219765137e-08	0	0	0	0	0	0	0	0	0	0	0	2.29504804941284e-08	1.39997931014183e-06	0	0	0	0	0	0	3.44257207411927e-08	0	0	2.29504804941284e-08	0	0	2.29504804941284e-08	0	2.29504804941284e-08	2.29504804941284e-08	2.29504804941284e-08	0	3.44257207411927e-08	6.88514414823853e-08	4.59009609882569e-08	3.44257207411927e-08	3.44257207411927e-08	9.18019219765137e-08	0	5.73762012353211e-08	5.73762012353211e-08	2.29504804941284e-08	4.93435330623761e-07	5.73762012353211e-07	1.60653363458899e-07	1.60653363458899e-07	5.27861051364954e-07	2.40980045188349e-07	2.63930525682477e-07	2.9835624642367e-07	3.55732447658991e-07	4.3605912938844e-07	0	0	0	0	0	0	0	0	0	0	5.50811531859082e-07	6.19662973341468e-07	1.60653363458899e-07	5.62286772106147e-07	0	3.44257207411927e-08	1.37702882964771e-07	3.32781967164862e-07	3.09831486670734e-07	1.26227642717706e-07	0	0	0	0	0	0	0	0	0	0	5.73762012353211e-08	5.73762012353211e-08	2.29504804941284e-08	4.59009609882569e-08	6.88514414823853e-08	0	3.44257207411927e-08	2.29504804941284e-08	0	2.29504804941284e-08	0	0	0	0	0	0	0	0	0	0	0	2.29504804941284e-08	2.29504804941284e-08	0	2.29504804941284e-08	0	2.29504804941284e-08	3.44257207411927e-08	0	0	2.29504804941284e-08	8.03266817294495e-08	2.29504804941284e-08	5.73762012353211e-08	4.59009609882569e-08	3.44257207411927e-08	3.44257207411927e-08	4.59009609882569e-08	1.14752402470642e-07	2.29504804941284e-08	0	0	0	0	0	0	0	0	0	0	5.73762012353211e-08	1.26227642717706e-07	9.18019219765137e-08	1.49178123211835e-07	1.03277162223578e-07	1.26227642717706e-07	6.88514414823853e-08	1.83603843953027e-07	6.88514414823853e-08	1.26227642717706e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	2.29504804941284e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.73762012353211e-08	0	0	2.29504804941284e-08	3.44257207411927e-08	0	3.44257207411927e-08	4.59009609882569e-08	0	0	0	0	0	0	0	2.29504804941284e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.29494460012202e-07	8.95068739271009e-07	5.27861051364954e-07	4.47534369635504e-07	4.24583889141376e-07	6.42613453835596e-07	6.88514414823853e-07	5.85237252600275e-07	5.73762012353211e-07	4.3605912938844e-07	9.18019219765137e-08	4.59009609882569e-08	8.03266817294495e-08	5.73762012353211e-08	4.59009609882569e-08	0	0	3.44257207411927e-08	6.88514414823853e-08	0	0	0	0	0	0	0	0	0	0	0	111212_UNC15-SN850_0155_AD087AACXX_ACTTGA_L005	tumoral	LR
3.96612165324608e-08	2.64408110216405e-08	2.64408110216405e-08	0	2.64408110216405e-08	0	2.64408110216405e-08	3.96612165324608e-08	3.96612165324608e-08	0	0	0	0	0	0	0	0	0	0	0	0	8.19665141670857e-07	0	3.96612165324608e-08	0	3.96612165324608e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.64408110216405e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	6.21359059008553e-07	5.55257031454451e-07	1.85085677151484e-07	5.0237540941117e-07	0	6.61020275541014e-08	1.05763244086562e-07	3.30510137770507e-07	2.77628515727226e-07	1.18983649597382e-07	0	0	0	0	0	0	0	0	0	0	0	2.64408110216405e-08	2.64408110216405e-08	0	0	0	0	2.64408110216405e-08	0	2.64408110216405e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.96612165324608e-08	2.64408110216405e-08	0	0	0	2.64408110216405e-08	6.61020275541014e-08	3.96612165324608e-08	2.64408110216405e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.96612165324608e-08	1.05763244086562e-07	5.28816220432811e-08	3.96612165324608e-08	0	3.96612165324608e-08	3.96612165324608e-08	5.28816220432811e-08	3.96612165324608e-08	3.96612165324608e-08	0	0	2.64408110216405e-08	0	2.64408110216405e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111212_UNC15-SN850_0155_AD087AACXX_ACTTGA_L008	normal	not_available
2.53959624857258e-06	2.7668232813396e-06	8.0197776270713e-07	2.60642772879817e-06	1.17623405197046e-06	2.59306143275306e-06	7.48512578526655e-07	2.24553773557997e-06	2.19207255139949e-06	8.15344058752249e-07	0	0	0	0	0	0	0	0	0	0	0	9.35640723158319e-07	0	4.00988881353565e-08	4.00988881353565e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.14355177398684e-07	4.67820361579159e-07	3.60889993218209e-07	4.54454065534041e-07	8.42076650842487e-07	3.87622585308446e-07	5.48018137849872e-07	9.89105907338794e-07	5.7475072994011e-07	5.88117025985229e-07	2.40593328812139e-07	1.33662960451188e-07	5.34651841804754e-08	9.35640723158319e-08	1.2029666440607e-07	0	1.06930368360951e-07	2.67325920902377e-08	9.35640723158319e-08	1.2029666440607e-07	0	0	0	0	0	0	0	0	0	0	3.20791105082852e-07	1.44355997287283e-06	4.81186657624278e-07	1.4168273807826e-06	0	8.0197776270713e-08	9.35640723158319e-08	1.02920479547415e-06	7.88611466662012e-07	8.0197776270713e-08	0	0	0	0	0	0	0	0	0	0	0	5.34651841804754e-08	6.68314802255942e-08	2.67325920902377e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.35640723158319e-08	8.0197776270713e-08	0	8.0197776270713e-08	5.34651841804754e-08	5.34651841804754e-08	8.0197776270713e-08	5.34651841804754e-08	0	6.68314802255942e-08	8.0197776270713e-08	1.2029666440607e-07	1.87128144631664e-07	6.68314802255942e-08	8.0197776270713e-08	6.68314802255942e-08	1.33662960451188e-07	2.67325920902377e-08	1.2029666440607e-07	0	0	0	2.67325920902377e-08	0	0	0	2.67325920902377e-08	0	0	2.67325920902377e-08	4.00988881353565e-08	4.00988881353565e-08	2.67325920902377e-08	2.67325920902377e-08	5.34651841804754e-08	4.00988881353565e-08	2.67325920902377e-08	4.00988881353565e-08	0	2.67325920902377e-08	4.00988881353565e-08	0	2.67325920902377e-08	0	5.34651841804754e-08	2.67325920902377e-08	5.34651841804754e-08	5.34651841804754e-08	5.34651841804754e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.67325920902377e-08	0	0	0	0	0	0	2.67325920902377e-08	0	0	5.34651841804754e-08	2.67325920902377e-08	0	0	0	1.47029256496307e-07	2.67325920902377e-08	1.2029666440607e-07	0	0	0	0	0	0	0	0	0	0	0	0	1.17623405197046e-06	1.02920479547415e-06	6.28215914120586e-07	4.54454065534041e-07	5.21285545759635e-07	7.75245170616893e-07	8.15344058752249e-07	8.68809242932725e-07	8.68809242932725e-07	5.61384433894991e-07	0	9.35640723158319e-08	5.34651841804754e-08	5.34651841804754e-08	0	4.00988881353565e-08	0	0	1.2029666440607e-07	5.34651841804754e-08	2.67325920902377e-08	0	0	0	0	4.00988881353565e-08	2.67325920902377e-08	0	4.00988881353565e-08	0	111212_UNC15-SN850_0156_BD0KGCACXX_ACTTGA_L001	tumoral	HR
